Fundo,Ativo,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12
HABT11,21D0864264,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,20L0871069,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,23H1074707,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,"cotas de fundo (fip, fii etc.) e acoes",fianca,fundo reserva,,,,,
HABT11,20L0871068,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,alienacao fiduciaria,imovel,aval,fundo reserva,fundo reserva,,
HABT11,22B0084502,fianca,alienacao fiduciaria,imovel,alienacao fiduciaria,"cotas de fundo (fip, fii etc.) e acoes",cessao fiduciaria,,,,,,
HABT11,21I0802805,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,fundo reserva,R,,
HABT11,21A0608487,cessao fiduciaria,cessao fiduciaria,alienacao fiduciaria,"cotas de fundo (fip, fii etc.) e acoes",spe,AF,aval,socios,spe,fundo reserva,R,fundo reserva
HABT11,20L0871064,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,fianca,socios,fundo reserva,,,,,
HABT11,20L0871066,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,alienacao fiduciaria,imovel,aval,fundo reserva,fundo reserva,,
HABT11,22D1286982,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,imovel,fianca,fundo reserva,fundo reserva,,,,
HABT11,22D1286981,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,imovel,fianca,fundo reserva,fundo reserva,,,,
HABT11,21C0710827,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,fundo reserva,R,,
HABT11,21D0864252,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,alienacao fiduciaria,A,AF,aval,socios,fundo reserva,fundo reserva,
HABT11,21D0864254,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,alienacao fiduciaria,A,AF,aval,socios,fundo reserva,fundo reserva,
HABT11,22D1286983,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,imovel,fianca,fundo reserva,fundo reserva,,,,
HABT11,21L0729728,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,fundo reserva,R,alienacao fiduciaria,imovel
HABT11,21B0591503,cessao fiduciaria,cessao fiduciaria,alienacao fiduciaria,"cotas de fundo (fip, fii etc.) e acoes",spe,AF,aval,socios,spe,fundo reserva,R,fundo reserva
HABT11,18E0844461,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,21B0000204,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,22D1286984,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,imovel,fianca,fundo reserva,fundo reserva,,,,
HABT11,21C0710497,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,18E0852030,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,21A0850298,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,21A0775722,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,fundo reserva,fianca,socios,,,,,,
HABT11,21A0850574,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,21D0864265,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,21A0607963,cessao fiduciaria,cessao fiduciaria,alienacao fiduciaria,"cotas de fundo (fip, fii etc.) e acoes",spe,AF,aval,socios,spe,fundo reserva,R,fundo reserva
HABT11,21A0869388,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,,
HABT11,21J0650047,cessao fiduciaria,alienacao fiduciaria,imovel,fundo reserva,R,fundo reserva,,,,,,
HABT11,21L0050460,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,fundo reserva,fianca,,,,,,,
HABT11,21H0284007,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,21J0302094,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,21A0859444,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,,
HABT11,21A0826515,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,,
HABT11,21J0300975,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,alienacao fiduciaria,imovel,fundo reserva,fundo reserva,,,,
HABT11,21D0864253,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,alienacao fiduciaria,A,AF,aval,socios,fundo reserva,fundo reserva,
HABT11,21A0775566,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,19D1329258,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,21L0729731,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,fundo reserva,R,alienacao fiduciaria,imovel
HABT11,22I0149864,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,fundo reserva,R,,
HABT11,18E0852434,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,21A0607952,cessao fiduciaria,cessao fiduciaria,alienacao fiduciaria,"cotas de fundo (fip, fii etc.) e acoes",spe,AF,aval,socios,spe,fundo reserva,R,fundo reserva
HABT11,21K0522795,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,aval,fundo reserva,fundo reserva,fundo reserva,,,,
HABT11,21A0850275,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,21A0850418,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,21A0775592,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,,,,
HABT11,21A0850462,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,,,,,
HABT11,21A0850592,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,fianca,fundo reserva,,,,,,,
HABT11,21A0607856,cessao fiduciaria,cessao fiduciaria,alienacao fiduciaria,"cotas de fundo (fip, fii etc.) e acoes",spe,AF,aval,socios,spe,fundo reserva,R,fundo reserva
HABT11,18A0893102,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,fundo reserva,R,alienacao fiduciaria,imovel
HABT11,18A0893173,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,fundo reserva,R,alienacao fiduciaria,imovel
HABT11,18H0134529,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,fundo reserva,R,alienacao fiduciaria,imovel
HABT11,18H0135364,cessao fiduciaria,recebiveis/ credito/ direito creditorio,cessao fiduciaria,alienacao fiduciaria,spe,fianca,fundo reserva,fundo reserva,fundo reserva,R,alienacao fiduciaria,imovel
HABT11,18H0134527,cessao fiduciaria,recebiveis/ credito/ direito creditorio,alienacao fiduciaria,spe,aval,fundo reserva,fundo reserva,fundo reserva,,,,
